Source,Target,Weight,Type
NL-tech_Bene.ElemMedPrac,NL-poes_Verino.carl,9,undirected
NL-tech_Bene.ElemMedPrac,NL-tech_Alii.nn-actiones-1657,7,undirected
NL-tech_Bene.ElemMedPrac,NL-tech_Alii.skerle-n-status,2,undirected
NL-tech_Bene.ElemMedPrac,NL-tech_Gallileo.galileo.sid,1,undirected
NL-tech_Bene.ElemMedPrac,NL-tech_Gauss.gauss,5,undirected
NL-tech_Bene.ElemMedPrac,NL-tech_Newton.philnat,3,undirected
NL-tech_Copernicus.RevolOrb,AL-hist_Martianus Capella.denup,15,undirected
NL-tech_Copernicus.RevolOrb,AL-hist_Orosius.hist,4,undirected
NL-tech_Copernicus.RevolOrb,AL-tech_Plinius Maior.nh,29,undirected
NL-tech_Copernicus.RevolOrb,AL-tech_Vegetius.t-veg-resmilit,2,undirected
NL-tech_Copernicus.RevolOrb,ML-hist_Otto Frisingensis.chron,1,undirected
NL-tech_Copernicus.RevolOrb,ML-tech_Alii.campeucl,3,undirected
NL-tech_Copernicus.RevolOrb,NL-hist_Alii.tubero-comm,3,undirected
NL-tech_Copernicus.RevolOrb,NL-hist_Cantemir.DescMold,1,undirected
NL-tech_Copernicus.RevolOrb,NL-phil_Alii.andreis-f-philos,2,undirected
NL-tech_Copernicus.RevolOrb,NL-phil_Cardanus.desubt,1,undirected
NL-tech_Copernicus.RevolOrb,NL-tech_Newton.philnat,12,undirected
NL-tech_DellaPorta.DeMagNat,AL-hist_Ammianus.hist,10,undirected
NL-tech_DellaPorta.DeMagNat,AL-hist_Tacitus.tac.dialogus,1,undirected
NL-tech_DellaPorta.DeMagNat,AL-tech_CaeliusAurelianus.t-cael-gyn,2,undirected
NL-tech_DellaPorta.DeMagNat,AL-tech_Plinius Maior.nh,29,undirected
NL-tech_DellaPorta.DeMagNat,NL-orat_Alii.gotius-i-panegyris,3,undirected
NL-tech_DellaPorta.DeMagNat,NL-phil_Cardanus.desubt,3,undirected
NL-tech_DellaPorta.DeMagNat,NL-phil_Patricius.patricius-luc-diaph,2,undirected
NL-tech_DellaPorta.DeMagNat,NL-poes_Balde.poemata,18,undirected
NL-tech_Erasmus.derecta,AL-epis_Plinius_Minor.plinius-ep,1,undirected
NL-tech_Erasmus.derecta,AL-poes_Terentius.ter.heauton,2,undirected
NL-tech_Erasmus.derecta,NL-epis_Lipsius.epist,2,undirected
NL-tech_Erasmus.derecta,NL-fict_Erasmus.Erasm-colloq,54,undirected
NL-tech_Erasmus.derecta,NL-fict_Erasmus.lausstul,7,undirected
NL-tech_Erasmus.derecta,NL-orat_Alii.andreis-f-eloq,3,undirected
NL-tech_Erasmus.derecta,NL-tech_Masen.palaesstyl,20,undirected
NL-tech_Erasmus.derecta,NL-tech_Vossius.arsgram,5,undirected
NL-tech_Erasmus.derecta,NL-theo_Petrarca.deremed,1,undirected
NL-tech_Gallileo.galileo.sid,AL-hist_Martianus Capella.denup,1,undirected
NL-tech_Gallileo.galileo.sid,AL-tech_Plinius Maior.nh,26,undirected
NL-tech_Gallileo.galileo.sid,ML-hist_Alii.AlimArnulfLiberGestorumRecentium,3,undirected
NL-tech_Gallileo.galileo.sid,NL-hist_Alii.tubero-comm-rhac,4,undirected
NL-tech_Gallileo.galileo.sid,NL-hist_Alii.tubero-comm,2,undirected
NL-tech_Gallileo.galileo.sid,NL-orat_Alii.pribojev-v-or,1,undirected
NL-tech_Gallileo.galileo.sid,NL-phil_Alii.andreis-f-sylla,2,undirected
NL-tech_Gallileo.galileo.sid,NL-poes_Balde.poemata,2,undirected
NL-tech_Gallileo.galileo.sid,NL-tech_Bene.ElemMedPrac,1,undirected
NL-tech_Gallileo.galileo.sid,NL-tech_Gauss.gauss,3,undirected
NL-tech_Gallileo.galileo.sid,NL-tech_Lomonosov.demeteoris,10,undirected
NL-tech_Gallileo.galileo.sid,NL-tech_Masen.palaesstyl,14,undirected
NL-tech_Gauss.gauss,AL-tech_Plinius Maior.nh,1,undirected
NL-tech_Gauss.gauss,NL-hist_Alii.tubero-comm-rhac,3,undirected
NL-tech_Gauss.gauss,NL-hist_Cantemir.DescMold,3,undirected
NL-tech_Gauss.gauss,NL-phil_Alii.andreis-f-sylla,1,undirected
NL-tech_Gauss.gauss,NL-phil_Cardanus.desubt,6,undirected
NL-tech_Gauss.gauss,NL-tech_Alii.skerle-n-disc,2,undirected
NL-tech_Gauss.gauss,NL-tech_Alii.skerle-n-status,3,undirected
NL-tech_Gauss.gauss,NL-tech_Bene.ElemMedPrac,5,undirected
NL-tech_Gauss.gauss,NL-tech_Gallileo.galileo.sid,3,undirected
NL-tech_Gauss.gauss,NL-tech_Lomonosov.demeteoris,15,undirected
NL-tech_Gauss.gauss,NL-tech_Newton.philnat,1,undirected
NL-tech_Gauss.gauss,NL-tech_Sennert.instmed,24,undirected
NL-tech_Gozze.Rhet_pars,AL-hist_Martianus Capella.denup,3,undirected
NL-tech_Gozze.Rhet_pars,AL-phil_Cicero.off,7,undirected
NL-tech_Gozze.Rhet_pars,AL-tech_Macrobius.t-macrob-scip,1,undirected
NL-tech_Gozze.Rhet_pars,AL-tech_Quintilianus.inst,9,undirected
NL-tech_Gozze.Rhet_pars,ML-tech_Alcuinus.DISPUTATIO DE RHETORICA,1,undirected
NL-tech_Gozze.Rhet_pars,ML-theo_Alii.GUIDONIS FABE SUMMA DE VICIIS ET VIRTUTIBUS,1,undirected
NL-tech_Gozze.Rhet_pars,NL-phil_Descartes.Regulae,1,undirected
NL-tech_Gozze.Rhet_pars,NL-tech_Kepler.strena,1,undirected
NL-tech_Gozze.Rhet_pars,NL-tech_Masen.palaesstyl,23,undirected
NL-tech_Gozze.Rhet_pars,NL-tech_Sennert.instmed,4,undirected
NL-tech_Gozze.Rhet_pars,NL-tech_Sennert.natsc,15,undirected
NL-tech_Gozze.Rhet_pars,NL-tech_Vossius.arshist,5,undirected
NL-tech_Kepler.strena,AL-hist_Martianus Capella.denup,9,undirected
NL-tech_Kepler.strena,AL-tech_Cicero.partitione,2,undirected
NL-tech_Kepler.strena,NL-phil_Descartes.Principia,4,undirected
NL-tech_Kepler.strena,NL-tech_Gozze.Rhet_pars,1,undirected
NL-tech_Kepler.strena,NL-tech_Masen.palaesstyl,27,undirected
NL-tech_Kepler.strena,NL-tech_Sennert.instmed,1,undirected
NL-tech_Kepler.strena,NL-tech_Sennert.natsc,24,undirected
NL-tech_Kepler.strena,NL-theo_EncyclXXc.PiusXI_casti,2,undirected
NL-tech_Kepler.strena,NL-theo_LeoXIII.RerumNovarum,2,undirected
NL-tech_Lomonosov.degeneratione,AL-tech_Frontinus.aqua,11,undirected
NL-tech_Lomonosov.degeneratione,AL-tech_Plinius Maior.nh,12,undirected
NL-tech_Lomonosov.degeneratione,AL-tech_Vitruvius.arch,2,undirected
NL-tech_Lomonosov.degeneratione,NL-hist_Alii.krcelic-b-ann-add,1,undirected
NL-tech_Lomonosov.degeneratione,NL-phil_Bacon.NovaAtl,2,undirected
NL-tech_Lomonosov.degeneratione,NL-tech_Lomonosov.demeteoris,65,undirected
NL-tech_Lomonosov.degeneratione,NL-tech_Masen.palaesstyl,15,undirected
NL-tech_Lomonosov.degeneratione,NL-theo_EncyclXXc.PiusXI_quadrag,1,undirected
NL-tech_Lomonosov.demeteoris,AL-tech_Plinius Maior.nh,13,undirected
NL-tech_Lomonosov.demeteoris,ML-tech_Alii.AlimBoncompRotaVeneris,1,undirected
NL-tech_Lomonosov.demeteoris,NL-fict_Holberg.nicklim,1,undirected
NL-tech_Lomonosov.demeteoris,NL-hist_Cantemir.DescMold,2,undirected
NL-tech_Lomonosov.demeteoris,NL-orat_Lomonosov.panegyricus,10,undirected
NL-tech_Lomonosov.demeteoris,NL-phil_Bacon.NovaAtl,1,undirected
NL-tech_Lomonosov.demeteoris,NL-tech_Gallileo.galileo.sid,10,undirected
NL-tech_Lomonosov.demeteoris,NL-tech_Gauss.gauss,15,undirected
NL-tech_Lomonosov.demeteoris,NL-tech_Lomonosov.degeneratione,65,undirected
NL-tech_Lomonosov.demeteoris,NL-tech_Masen.palaesstyl,15,undirected
NL-tech_Lomonosov.demeteoris,NL-theo_EncyclXXc.PiusXII_orientales,2,undirected
NL-tech_Masen.palaesstyl,AL-epis_Plinius_Minor.plinius-ep,11,undirected
NL-tech_Masen.palaesstyl,AL-fict_Petronius.sat,2,undirected
NL-tech_Masen.palaesstyl,AL-hist_HistAug.aurel,25,undirected
NL-tech_Masen.palaesstyl,AL-hist_HistAug.probus,13,undirected
NL-tech_Masen.palaesstyl,AL-hist_IuliusValerius.h-iul-res,30,undirected
NL-tech_Masen.palaesstyl,AL-hist_Martianus Capella.denup,17,undirected
NL-tech_Masen.palaesstyl,AL-hist_Solinus.demirabilibus,6,undirected
NL-tech_Masen.palaesstyl,AL-hist_Tacitus.tac.dialogus,30,undirected
NL-tech_Masen.palaesstyl,AL-orat_Anonymus.o-anon-paneg,25,undirected
NL-tech_Masen.palaesstyl,AL-phil_Apuleius.apuleius.apol,3,undirected
NL-tech_Masen.palaesstyl,AL-phil_Apuleius.apuleius.deosocratis,30,undirected
NL-tech_Masen.palaesstyl,AL-phil_Apuleius.apuleius.mundo,4,undirected
NL-tech_Masen.palaesstyl,AL-tech_Aulus Gellius.NocAtt,28,undirected
NL-tech_Masen.palaesstyl,AL-tech_Columella.rustica,19,undirected
NL-tech_Masen.palaesstyl,AL-tech_Flavius Vegetius.milit,21,undirected
NL-tech_Masen.palaesstyl,AL-tech_Lupus.defig,18,undirected
NL-tech_Masen.palaesstyl,AL-tech_Macrobius.t-macrob-scip,6,undirected
NL-tech_Masen.palaesstyl,AL-tech_Plinius Maior.nh,13,undirected
NL-tech_Masen.palaesstyl,AL-tech_Quintilianus.inst,7,undirected
NL-tech_Masen.palaesstyl,AL-tech_Seneca Maior.seneca.suasoriae,13,undirected
NL-tech_Masen.palaesstyl,AL-tech_Theodosius.codex,1,undirected
NL-tech_Masen.palaesstyl,AL-tech_Varro.resrust,2,undirected
NL-tech_Masen.palaesstyl,AL-tech_Vegetius.t-veg-resmilit,19,undirected
NL-tech_Masen.palaesstyl,AL-theo_Arnobius.advnat,29,undirected
NL-tech_Masen.palaesstyl,AL-theo_Tertullian.AdValentinianos,1,undirected
NL-tech_Masen.palaesstyl,ML-phil_William of Conches.Moralium dogma philosophorum,4,undirected
NL-tech_Masen.palaesstyl,ML-tech_Alii.AlimIohannBonandrBrevisIntroAdDictamen,3,undirected
NL-tech_Masen.palaesstyl,ML-tech_Alii.AlimPrecProsDictaminis,10,undirected
NL-tech_Masen.palaesstyl,ML-tech_Hugo St Victor.did,1,undirected
NL-tech_Masen.palaesstyl,NL-epis_Alii.andreis-f-epist,1,undirected
NL-tech_Masen.palaesstyl,NL-epis_Alii.levakov-r-epist,4,undirected
NL-tech_Masen.palaesstyl,NL-epis_Alii.sisak-epist,30,undirected
NL-tech_Masen.palaesstyl,NL-epis_Alii.skerle-n-ep-salag,11,undirected
NL-tech_Masen.palaesstyl,NL-epis_Lipsius.epist,42,undirected
NL-tech_Masen.palaesstyl,NL-epis_Petrarca.epistfam,6,undirected
NL-tech_Masen.palaesstyl,NL-epis_Piccolomini.ep,2,undirected
NL-tech_Masen.palaesstyl,NL-epis_Vossius.epistol,5,undirected
NL-tech_Masen.palaesstyl,NL-fict_Alii.Vives-exercit,18,undirected
NL-tech_Masen.palaesstyl,NL-fict_Bebelius.facetIII,11,undirected
NL-tech_Masen.palaesstyl,NL-fict_Erasmus.Erasm-colloq,13,undirected
NL-tech_Masen.palaesstyl,NL-fict_Erasmus.lausstul,27,undirected
NL-tech_Masen.palaesstyl,NL-fict_Holberg.nicklim,30,undirected
NL-tech_Masen.palaesstyl,NL-fict_Newman.robcrus,21,undirected
NL-tech_Masen.palaesstyl,NL-hist_Alii.andreis-f-const,1,undirected
NL-tech_Masen.palaesstyl,NL-hist_Alii.dudic-a-thucydid,10,undirected
NL-tech_Masen.palaesstyl,NL-hist_Alii.krcelic-b-ann,2,undirected
NL-tech_Masen.palaesstyl,NL-hist_Alii.rattkay-i-tarahum,11,undirected
NL-tech_Masen.palaesstyl,NL-hist_Cantemir.DescMold,10,undirected
NL-tech_Masen.palaesstyl,NL-hist_Melanchthon.mel.hist,32,undirected
NL-tech_Masen.palaesstyl,NL-hist_Orlandini.histSocIes,18,undirected
NL-tech_Masen.palaesstyl,NL-hist_Petrarca.virill,10,undirected
NL-tech_Masen.palaesstyl,NL-hist_Valla.gestaferd,9,undirected
NL-tech_Masen.palaesstyl,NL-orat_Alii.andreis-f-eloq,16,undirected
NL-tech_Masen.palaesstyl,NL-orat_Alii.andreis-f-polonos,14,undirected
NL-tech_Masen.palaesstyl,NL-orat_Alii.gradic-s-oratio,28,undirected
NL-tech_Masen.palaesstyl,NL-orat_Alii.kalic-a-adventu,7,undirected
NL-tech_Masen.palaesstyl,NL-orat_Alii.modr-n-oratio-riar,20,undirected
NL-tech_Masen.palaesstyl,NL-orat_Alii.pribojev-v-or,10,undirected
NL-tech_Masen.palaesstyl,NL-orat_Alii.stafilic-i-oratio-roma,30,undirected
NL-tech_Masen.palaesstyl,NL-orat_Alii.zamagna-b-boscovich-oratio,30,undirected
NL-tech_Masen.palaesstyl,NL-orat_Vico.oratVI,10,undirected
NL-tech_Masen.palaesstyl,NL-phil_Alii.andreis-f-philos,23,undirected
NL-tech_Masen.palaesstyl,NL-phil_Alii.andreis-f-sylla,35,undirected
NL-tech_Masen.palaesstyl,NL-phil_Alii.petric-f-zoroaster,11,undirected
NL-tech_Masen.palaesstyl,NL-phil_Bacon.NovaAtl,21,undirected
NL-tech_Masen.palaesstyl,NL-phil_Bruno.deumbr,5,undirected
NL-tech_Masen.palaesstyl,NL-phil_Cardanus.desubt,2,undirected
NL-tech_Masen.palaesstyl,NL-phil_Jaures.deprimis,26,undirected
NL-tech_Masen.palaesstyl,NL-phil_Mirandola.mirandola.oratio,27,undirected
NL-tech_Masen.palaesstyl,NL-phil_Morus.more,26,undirected
NL-tech_Masen.palaesstyl,NL-phil_Spinoza.eth,3,undirected
NL-tech_Masen.palaesstyl,NL-poes_Bruno.detriplmin,3,undirected
NL-tech_Masen.palaesstyl,NL-tech_Alii.kiton-i-dir-meth,1,undirected
NL-tech_Masen.palaesstyl,NL-tech_Alii.marul-mar-in-epigr,2,undirected
NL-tech_Masen.palaesstyl,NL-tech_Alii.skerle-n-desc,2,undirected
NL-tech_Masen.palaesstyl,NL-tech_Alii.skerle-n-disc,10,undirected
NL-tech_Masen.palaesstyl,NL-tech_Erasmus.derecta,20,undirected
NL-tech_Masen.palaesstyl,NL-tech_Gallileo.galileo.sid,14,undirected
NL-tech_Masen.palaesstyl,NL-tech_Gozze.Rhet_pars,23,undirected
NL-tech_Masen.palaesstyl,NL-tech_Kepler.strena,27,undirected
NL-tech_Masen.palaesstyl,NL-tech_Lomonosov.degeneratione,15,undirected
NL-tech_Masen.palaesstyl,NL-tech_Lomonosov.demeteoris,15,undirected
NL-tech_Masen.palaesstyl,NL-tech_Sennert.instmed,2,undirected
NL-tech_Masen.palaesstyl,NL-tech_Vossius.arsgram,12,undirected
NL-tech_Masen.palaesstyl,NL-tech_Vossius.arshist,30,undirected
NL-tech_Masen.palaesstyl,NL-theo_Alii.flacius-m-clavis,3,undirected
NL-tech_Masen.palaesstyl,NL-theo_EncyclXXc.IoanXXIII_aet,1,undirected
NL-tech_Masen.palaesstyl,NL-theo_EncyclXXc.PiusXI_casti,8,undirected
NL-tech_Masen.palaesstyl,NL-theo_LeoXIII.RerumNovarum,2,undirected
NL-tech_Maurolycius.arithm,AL-hist_Eutropius.brev,2,undirected
NL-tech_Maurolycius.arithm,AL-poes_Manilius.astrnom,1,undirected
NL-tech_Maurolycius.arithm,AL-tech_Plinius Maior.nh,1,undirected
NL-tech_Maurolycius.arithm,ML-hist_Alii.MARCELLINI COMITIS V,2,undirected
NL-tech_Maurolycius.arithm,ML-tech_Alii.campeucl,63,undirected
NL-tech_Maurolycius.arithm,NL-hist_Alii.baric-a-stat,3,undirected
NL-tech_Maurolycius.arithm,NL-tech_Alii.getaldi-m-promo,25,undirected
NL-tech_Maurolycius.arithm,NL-tech_Alii.marul-mar-in-epigr,1,undirected
NL-tech_Maurolycius.arithm,NL-tech_Newton.philnat,16,undirected
NL-tech_Newton.philnat,AL-tech_Plinius Maior.nh,17,undirected
NL-tech_Newton.philnat,ML-tech_Alii.campeucl,8,undirected
NL-tech_Newton.philnat,NL-hist_Alii.krcelic-b-ann-add,3,undirected
NL-tech_Newton.philnat,NL-hist_Alii.rattkay-i-tarahum,1,undirected
NL-tech_Newton.philnat,NL-orat_Alii.pribojev-v-or,6,undirected
NL-tech_Newton.philnat,NL-phil_Cardanus.desubt,26,undirected
NL-tech_Newton.philnat,NL-poes_Bruno.detriplmin,1,undirected
NL-tech_Newton.philnat,NL-tech_Alii.getaldi-m-promo,30,undirected
NL-tech_Newton.philnat,NL-tech_Bene.ElemMedPrac,3,undirected
NL-tech_Newton.philnat,NL-tech_Copernicus.RevolOrb,12,undirected
NL-tech_Newton.philnat,NL-tech_Gauss.gauss,1,undirected
NL-tech_Newton.philnat,NL-tech_Maurolycius.arithm,16,undirected
NL-tech_Newton.philnat,NL-theo_EncyclXXc.IoanXXIII_pac,2,undirected
NL-tech_Newton.philnat,NL-theo_VaticanII.dighum,3,undirected
NL-tech_Sennert.instmed,AL-hist_Martianus Capella.denup,14,undirected
NL-tech_Sennert.instmed,AL-phil_Apuleius.apuleius.dog,1,undirected
NL-tech_Sennert.instmed,AL-phil_Boethius.De_differentiis_topicis,1,undirected
NL-tech_Sennert.instmed,AL-tech_CaeliusAurelianus.t-cael-celPas,1,undirected
NL-tech_Sennert.instmed,AL-tech_Celsus.demed,25,undirected
NL-tech_Sennert.instmed,AL-tech_Plinius Maior.nh,13,undirected
NL-tech_Sennert.instmed,AL-tech_Varro.resrust,1,undirected
NL-tech_Sennert.instmed,AL-tech_Vegetius.t-veg-resmilit,1,undirected
NL-tech_Sennert.instmed,AL-theo_Arnobius.advnat,1,undirected
NL-tech_Sennert.instmed,ML-tech_Alii.AlimBoncompRotaVeneris,3,undirected
NL-tech_Sennert.instmed,ML-tech_Alii.AlimThomCapuanArsDictaminis,2,undirected
NL-tech_Sennert.instmed,ML-theo_Abelardus.Epistolae,2,undirected
NL-tech_Sennert.instmed,NL-orat_Alii.gradic-s-oratio,3,undirected
NL-tech_Sennert.instmed,NL-phil_Alii.petric-f-zoroaster,2,undirected
NL-tech_Sennert.instmed,NL-phil_Bacon.aphorismi,20,undirected
NL-tech_Sennert.instmed,NL-phil_Bacon.NovOrg,20,undirected
NL-tech_Sennert.instmed,NL-phil_Bruno.deumbr,8,undirected
NL-tech_Sennert.instmed,NL-phil_Bruno.figuratio,2,undirected
NL-tech_Sennert.instmed,NL-phil_Cardanus.desubt,27,undirected
NL-tech_Sennert.instmed,NL-phil_Descartes.Principia,9,undirected
NL-tech_Sennert.instmed,NL-phil_Frank.philnat,12,undirected
NL-tech_Sennert.instmed,NL-phil_Patricius.patricius-luc-diaph,2,undirected
NL-tech_Sennert.instmed,NL-phil_Spinoza.eth,11,undirected
NL-tech_Sennert.instmed,NL-phil_Suarez.DispMet,4,undirected
NL-tech_Sennert.instmed,NL-tech_Alii.kiton-i-dir-meth,34,undirected
NL-tech_Sennert.instmed,NL-tech_Gauss.gauss,24,undirected
NL-tech_Sennert.instmed,NL-tech_Gozze.Rhet_pars,4,undirected
NL-tech_Sennert.instmed,NL-tech_Kepler.strena,1,undirected
NL-tech_Sennert.instmed,NL-tech_Masen.palaesstyl,2,undirected
NL-tech_Sennert.instmed,NL-tech_Sennert.natsc,66,undirected
NL-tech_Sennert.instmed,NL-theo_EncyclXXc.PiusXI_casti,1,undirected
NL-tech_Sennert.natsc,AL-hist_Martianus Capella.denup,18,undirected
NL-tech_Sennert.natsc,AL-phil_Apuleius.apuleius.dog,1,undirected
NL-tech_Sennert.natsc,AL-phil_Calcidius.ph-calc-tim,14,undirected
NL-tech_Sennert.natsc,AL-tech_Macrobius.t-macrob-scip,6,undirected
NL-tech_Sennert.natsc,AL-tech_Plinius Maior.nh,8,undirected
NL-tech_Sennert.natsc,ML-phil_Alii.IoandeFonteAuctArist,1,undirected
NL-tech_Sennert.natsc,ML-phil_AristPhys.IoanArgyr,1,undirected
NL-tech_Sennert.natsc,ML-phil_William of Conches.PHILOSOPHIA MUNDI,21,undirected
NL-tech_Sennert.natsc,ML-tech_Hugo St Victor.did,9,undirected
NL-tech_Sennert.natsc,NL-phil_Alii.petric-f-zoroaster,3,undirected
NL-tech_Sennert.natsc,NL-phil_AristPhys.Duebner,2,undirected
NL-tech_Sennert.natsc,NL-phil_Bacon.aphorismi,10,undirected
NL-tech_Sennert.natsc,NL-phil_Bacon.NovOrg,10,undirected
NL-tech_Sennert.natsc,NL-phil_Bruno.deprincip,16,undirected
NL-tech_Sennert.natsc,NL-phil_Bruno.deumbr,25,undirected
NL-tech_Sennert.natsc,NL-phil_Bruno.figuratio,7,undirected
NL-tech_Sennert.natsc,NL-phil_Bruno.physarist,10,undirected
NL-tech_Sennert.natsc,NL-phil_Bruno.summamet,1,undirected
NL-tech_Sennert.natsc,NL-phil_Cardanus.desubt,4,undirected
NL-tech_Sennert.natsc,NL-phil_Descartes.Meditationes,10,undirected
NL-tech_Sennert.natsc,NL-phil_Descartes.Principia,30,undirected
NL-tech_Sennert.natsc,NL-phil_Descartes.Regulae,7,undirected
NL-tech_Sennert.natsc,NL-phil_Frank.philnat,27,undirected
NL-tech_Sennert.natsc,NL-phil_Gozze.Anima,18,undirected
NL-tech_Sennert.natsc,NL-phil_Patricius.patricius-luc-diaph,31,undirected
NL-tech_Sennert.natsc,NL-phil_Spinoza.eth,29,undirected
NL-tech_Sennert.natsc,NL-phil_Suarez.DispMet,29,undirected
NL-tech_Sennert.natsc,NL-tech_Alii.grisogono-f-speculum,13,undirected
NL-tech_Sennert.natsc,NL-tech_Gozze.Rhet_pars,15,undirected
NL-tech_Sennert.natsc,NL-tech_Kepler.strena,24,undirected
NL-tech_Sennert.natsc,NL-tech_Sennert.instmed,66,undirected
NL-tech_Sennert.natsc,NL-theo_Alii.flacius-m-clavis,5,undirected
NL-tech_Vossius.arsgram,AL-hist_Tacitus.his,6,undirected
NL-tech_Vossius.arsgram,AL-tech_Plinius Maior.nh,28,undirected
NL-tech_Vossius.arsgram,ML-tech_Alii.Ricardi de Bury,2,undirected
NL-tech_Vossius.arsgram,NL-hist_Alii.krcelic-b-ann-add,3,undirected
NL-tech_Vossius.arsgram,NL-hist_Alii.vitezov-ritter-p-croatia,3,undirected
NL-tech_Vossius.arsgram,NL-hist_Cantemir.DescMold,1,undirected
NL-tech_Vossius.arsgram,NL-orat_Alii.zamagna-b-boscovich-oratio,3,undirected
NL-tech_Vossius.arsgram,NL-phil_Alii.andreis-f-sylla,1,undirected
NL-tech_Vossius.arsgram,NL-poes_Balde.poemata,2,undirected
NL-tech_Vossius.arsgram,NL-tech_Erasmus.derecta,5,undirected
NL-tech_Vossius.arsgram,NL-tech_Masen.palaesstyl,12,undirected
NL-tech_Vossius.arshist,AL-tech_Quintilianus.inst,15,undirected
NL-tech_Vossius.arshist,AL-tech_Varro.resrust,3,undirected
NL-tech_Vossius.arshist,NL-epis_Vossius.epistol,17,undirected
NL-tech_Vossius.arshist,NL-hist_Alii.dudic-a-thucydid,30,undirected
NL-tech_Vossius.arshist,NL-hist_Melanchthon.mel.hist,3,undirected
NL-tech_Vossius.arshist,NL-tech_Gozze.Rhet_pars,5,undirected
NL-tech_Vossius.arshist,NL-tech_Masen.palaesstyl,30,undirected
NL-tech_Vossius.arshist,NL-theo_EncyclXXc.PiusXI_casti,2,undirected
NL-theo_Alii.flacius-m-clavis,AL-tech_Isidore.etymol,1,undirected
NL-theo_Alii.flacius-m-clavis,ML-hist_Gerhohus Reichersbergensis.libelli,30,undirected
NL-theo_Alii.flacius-m-clavis,ML-hist_Otto Frisingensis.ges,13,undirected
NL-theo_Alii.flacius-m-clavis,ML-tech_Alii.JoanDeSacBosDeArtNumerandi,1,undirected
NL-theo_Alii.flacius-m-clavis,ML-tech_Conradus Megenbergensis.ycon,6,undirected
NL-theo_Alii.flacius-m-clavis,ML-theo_Abelardus.Epistolae,2,undirected
NL-theo_Alii.flacius-m-clavis,ML-theo_Rupertus Tuitiensis.devict,5,undirected
NL-theo_Alii.flacius-m-clavis,NL-tech_Masen.palaesstyl,3,undirected
NL-theo_Alii.flacius-m-clavis,NL-tech_Sennert.natsc,5,undirected
NL-theo_Alii.flacius-m-clavis,NL-theo_Alii.marul-mar-euang,9,undirected
NL-theo_Alii.marul-mar-dial,AL-hist_HistAug.probus,3,undirected
NL-theo_Alii.marul-mar-dial,AL-hist_Valerius Maximus.factorum,2,undirected
NL-theo_Alii.marul-mar-dial,AL-orat_Anonymus.o-anon-paneg,2,undirected
NL-theo_Alii.marul-mar-dial,AL-orat_Cicero.philippicae,3,undirected
NL-theo_Alii.marul-mar-dial,ML-theo_Alii.quran,1,undirected
NL-theo_Alii.marul-mar-dial,NL-theo_Alii.marul-mar-euang,30,undirected
NL-theo_Alii.marul-mar-dial,NL-theo_Alii.marul-mar-humil,5,undirected
NL-theo_Alii.marul-mar-dial,NL-theo_Alii.marul-mar-inst,20,undirected
NL-theo_Alii.marul-mar-dial,NL-theo_Alii.marul-mar-quinqu,7,undirected
NL-theo_Alii.marul-mar-euang,AL-theo_Augustinus.Confessiones,1,undirected
NL-theo_Alii.marul-mar-euang,AL-theo_Augustinus.De_cathecizandis_rudibus,8,undirected
NL-theo_Alii.marul-mar-euang,AL-theo_Hieronymus.contraioannem,17,undirected
NL-theo_Alii.marul-mar-euang,AL-theo_Salvianus Massiliensis.degub,25,undirected
NL-theo_Alii.marul-mar-euang,AL-theo_Tertullian.adnationes,1,undirected
NL-theo_Alii.marul-mar-euang,AL-theo_Tertullian.DeIdololatria,5,undirected
NL-theo_Alii.marul-mar-euang,AL-vulg_Vulgata.Sap,10,undirected
NL-theo_Alii.marul-mar-euang,ML-phil_Alii.AlimLiberPhilosophorumMoraliumAntiquorum,12,undirected
NL-theo_Alii.marul-mar-euang,ML-theo_Abelardus.Epistolae,11,undirected
NL-theo_Alii.marul-mar-euang,ML-theo_Alii.AlimBernClaLiberDeDiligendoDeo,5,undirected
NL-theo_Alii.marul-mar-euang,ML-theo_Alii.deUnitEcclCons,9,undirected
NL-theo_Alii.marul-mar-euang,ML-theo_Alii.GUIDONIS FABE SUMMA DE VICIIS ET VIRTUTIBUS,11,undirected
NL-theo_Alii.marul-mar-euang,ML-theo_Alii.LanfrancCantEpPaul,4,undirected
NL-theo_Alii.marul-mar-euang,ML-theo_Alii.PETRI BLESENSIS DE DUODECIM UTILITATIBUS TRIBULATIONIS,7,undirected
NL-theo_Alii.marul-mar-euang,ML-theo_Alii.quran,17,undirected
NL-theo_Alii.marul-mar-euang,ML-theo_Alii.ThomasEdessenus,19,undirected
NL-theo_Alii.marul-mar-euang,ML-theo_Bernardus.AlimBernClaInLaudibusVirginisMatris,15,undirected
